ID,Utterance,Speaker,Dialogue_ID,Target
TRAIN_0888,Said what? Exactly.,Rachel,94,fear
TRAIN_0889,That you enjoyed the occasional drink…ing binge.,Joanna,94,neutral
TRAIN_0890,"Oh my God!! Ohh, that is it! I’m leaving! You are just a horrible person!",Rachel,94,disgust
TRAIN_0891,Wait-wait-wait-wait-wait-wait-wait-wait!!,Joanna,94,fear
TRAIN_0892,If you’re gonna get all sensitive about it!,Joanna,94,anger
TRAIN_0893,I don’t want to lose you.,Joanna,94,sadness
TRAIN_0894,"What if I, create a position for you?",Joanna,94,neutral
TRAIN_0895,I’ll make you an assistant buyer in this department.,Joanna,94,neutral
TRAIN_0896,Say more things like that.,Rachel,94,joy
TRAIN_0897,"You can have your own office, and a raise! Effective tomorrow.",Joanna,94,joy
TRAIN_0898,I’d need an expense account.,Rachel,94,neutral
TRAIN_0899,Done!,Joanna,94,joy
TRAIN_0900,And an assistant.,Rachel,94,neutral
TRAIN_0901,"Sophie, get in here!",Joanna,94,joy
TRAIN_0902,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Rachel,95,joy
TRAIN_0903,Oh my!,Joey,95,surprise
TRAIN_0904,They're male nurses.,Rachel,95,neutral
TRAIN_0905,Not in my head.,Joey,95,neutral
TRAIN_0906,"Anyway, they want to take us out Saturday night! What do you say?",Rachel,95,joy
TRAIN_0907,Umm.  Umm. Umm. I don't think so.,Monica,95,joy
TRAIN_0908,What?,Rachel,95,surprise
TRAIN_0909,What are you talking about?!,Rachel,95,surprise
TRAIN_0910,You-you're the one who's been telling me to get over Ross and move on.,Rachel,95,anger
TRAIN_0911,"I'm moving on, and you're moving on with me.",Rachel,95,neutral
TRAIN_0912,"Come on, give me one good reason why you don't wanna go.",Rachel,95,neutral
TRAIN_0913,"Umm, why don't you give",Monica,95,neutral
TRAIN_0914,What?,Rachel,95,surprise
TRAIN_0915,Harder than it sounds. Isn't it?,Monica,95,neutral
TRAIN_0916,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",Rachel,95,neutral
TRAIN_0917,Yep! There's always room for,Joey,95,neutral
TRAIN_0918,"Joey, how do you make",Rachel,95,neutral
TRAIN_0919,"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",Joey,95,neutral
TRAIN_0920,"Hello, this is Monica...",Monica,96,neutral
TRAIN_0921,Yeah???,Monica,96,neutral
TRAIN_0922,Oh...,Monica,96,neutral
TRAIN_0923,"Okay, yes, we'll be right, we'll be right down.",Monica,96,neutral
TRAIN_0924,Thank you.,Monica,96,neutral
TRAIN_0925,Okay. Let’s bring it in.,Monica,97,neutral
TRAIN_0926,"Wait no, honey, honey throw it to me, throw it to me.",Rachel,97,neutral
TRAIN_0927,Here you go.,Ross,97,neutral
TRAIN_0928,That almost hit me in the face.,Rachel,97,anger
TRAIN_0929,"Well, if the magician can open my beer with his but cheeks, then all right.",Chandler,98,neutral
TRAIN_0930,Hey!,Chandler,99,joy
TRAIN_0931,Hey!,Monica,99,joy
TRAIN_0932,Y’know I’m-I’m really glad we decided not to sleep together before the wedding.,Chandler,99,joy
TRAIN_0933,"Oh boy, me too!",Monica,99,joy
TRAIN_0934,Y’know I was thinking if we had a…a big fight and uh we broke up for a few hours,Chandler,99,neutral
TRAIN_0935,Yeah?,Monica,99,fear
TRAIN_0936,"Technically we could have sex again. What do you think, bossy and domineering?!",Chandler,99,neutral
TRAIN_0937,"The wedding is off, sloppy and immature!",Monica,99,anger
TRAIN_0938,That’s me! Come on!,Chandler,99,joy
TRAIN_0939,"Okay.  But wait, we can’t. My Cousin Cassie is in the guest room, we’re supposed to have lunch.",Monica,99,neutral
TRAIN_0940,"Well, get rid of her, obsessive and shrill.",Chandler,99,neutral
TRAIN_0941,Shrill?! The wedding is back on!,Monica,99,anger
TRAIN_0942,I thought I heard voices. You must be Chandler.,Cassie,99,neutral
TRAIN_0943,Hi! Nice to meet you!,Chandler,99,joy
TRAIN_0944,Nice to meet you too.,Cassie,99,neutral
TRAIN_0945,"So, are you ready to go?",Monica,99,neutral
TRAIN_0946,Yeah.,Cassie,99,neutral
TRAIN_0947,Chandler!,Monica,99,anger
TRAIN_0948,I’ll be right with you.,Chandler,99,neutral
TRAIN_0949,"Th-th-that's all it is, a third nipple.",Ross,100,neutral
TRAIN_0950,Just your run-of-the-mill third nipple.,Ross,100,neutral
TRAIN_0951,You can take it off.,Ross,100,neutral
TRAIN_0952,Just slice that baby right off!,Ross,100,fear
TRAIN_0953,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",Dr. Rhodes,100,neutral
TRAIN_0954,Just showing you my run-of-the-mill-slice-it-right-off third nipple.,Ross,100,neutral
TRAIN_0955,Well that's not a third nipple.,Dr. Rhodes,100,neutral
TRAIN_0956,No?,Ross,100,surprise
TRAIN_0957,"First of all, it's on your ass.",Dr. Rhodes,101,neutral
TRAIN_0958,"Well then, what is it?!",Ross,101,surprise
TRAIN_0959,"Wait a minute, hold it.  Johnson! Will you come in here a moment?",Dr. Rhodes,102,neutral
TRAIN_0960,I'm with Hamilton!,Dr. Johnson,102,neutral
TRAIN_0961,"He's good with rear things, bring him in too.",Dr. Rhodes,102,neutral
TRAIN_0962,"Umm, this is great wine.",Kristen,103,joy
TRAIN_0963,"It’s from France…In Europe…Western Europe. Y’know umm, a few years ago I actually was backpacking across Western Europe.",Ross,103,neutral
TRAIN_0964,Really?,Kristen,103,surprise
TRAIN_0965,"Uh-hmm—Wait! It gets better. Um, yeah I was in Barcelona.",Ross,103,joy
TRAIN_0966,I studied for a year in Barcelona.,Kristen,103,neutral
TRAIN_0967,"Anyway, umm so I was um, I was hiking",Ross,103,neutral
TRAIN_0968,I love hiking!,Kristen,103,joy
TRAIN_0969,Oh that’s great! I was hiking along the foothills of Mount Tibidaybo,Ross,103,joy
TRAIN_0970,"So? Congratulations you two, I didn’t even know you got married.",Janice,104,surprise
TRAIN_0971,Oh we-we didn’t.,Rachel,104,joy
TRAIN_0972,No-no. We,Ross,105,fear
TRAIN_0973,What?!,Janice,105,surprise
TRAIN_0974,"Um uh…We’re-we’re just having this baby together but uh, uh that’s all.",Ross,106,neutral
TRAIN_0975,Why?!!,Janice,106,surprise
TRAIN_0976,"Uh well umm…we’re just not in that place, y’know? But we’re very excited about this.",Ross,106,neutral
TRAIN_0977,Oh. Well then shut me up.,Janice,106,neutral
TRAIN_0978,Just tell me how.,Rachel,106,neutral
TRAIN_0979,"Uh-oh, I feel another one coming.",Janice,106,fear
TRAIN_0980,"Let it go, Ross.",Joey,107,neutral
TRAIN_0981,"Yeah, well, you didn't know Chi Chi.",Ross,107,neutral
TRAIN_0982,Do you all promise?,Monica,107,neutral
TRAIN_0983,Chandler? Do you promise to be good?,Monica,107,neutral
TRAIN_0984,"You can come in, but your filter-tipped little buddy has to stay outside!",Joey,107,joy
TRAIN_0985,"Hey, Pheebs.",Ross,107,neutral
TRAIN_0986,Dear Ms. Buffay.,Phoebe,107,neutral
TRAIN_0987,Thank you for calling attention to our error.,Phoebe,107,neutral
TRAIN_0988,We have credited your account with five hundred dollars.,Phoebe,107,neutral
TRAIN_0989,"We're sorry for the inconvenience, and hope you'll accept this-  -",Phoebe,107,neutral
TRAIN_0990,"Oh my God, honey we are so meant to be together. We both have copies of the",Chandler,108,neutral
TRAIN_0991,"Honey, both yours.",Monica,108,neutral
TRAIN_0992,Hey! Great advice on that Joey thing!,Rachel,108,joy
TRAIN_0993,Yeah? The work problem?,Monica,108,neutral
TRAIN_0994,Oh it was perfect! I mean it really felt like he was my friend again.,Rachel,108,joy
TRAIN_0995,What problem did you tell him you had?,Chandler,108,neutral
TRAIN_0996,"Oh that’s not important. The point is, I really—I think everything’s gonna be okay.",Rachel,108,neutral
TRAIN_0997,"Okay, I’ve got some Ones, you wanna put them in her panties?",Monica,109,neutral
TRAIN_0998,"No thanks, Mom!",Chandler,109,disgust
TRAIN_0999,"Ha-ha, it’s not my baby, ha-ha-ha!",Phoebe,109,anger
TRAIN_1000,"Very good,  so good.",Monica,109,joy
TRAIN_1001,"I really, really enjoyed it. Very exotic.",Phoebe,109,joy
TRAIN_1002,"Well, I just checked our messages and Joshua didn’t call.",Rachel,109,sadness
TRAIN_1003,I mean you’d think he’d be worried about me not showing up at his club.,Rachel,109,sadness
TRAIN_1004,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Rachel,109,sadness
TRAIN_1005,Come on! Look where you are!!,Phoebe,109,joy
TRAIN_1006,"When you get a sec, another round of daiquiris.",Monica,109,neutral
TRAIN_1007,"Remember, a virgin for me please.",Phoebe,109,neutral
TRAIN_1008,Oh! And don’t let me leave without getting the name of that carpet guy.,Monica,109,neutral
TRAIN_1009,"Ahh, come on! Y’know what—y’know what, I think I’m just gonna go home and call Kathy.",Chandler,109,neutral
TRAIN_1010,"Well, if you think it will help.",Phoebe,109,neutral
TRAIN_1011,No!,Chandler,109,anger
TRAIN_1012,That was a test!,Chandler,109,fear
TRAIN_1013,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,Chandler,109,fear
TRAIN_1014,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",Chandler,109,fear
TRAIN_1015,You should! How is she?,Phoebe,109,surprise
TRAIN_1016,Ohhh!!,Chandler,109,anger
TRAIN_1017,I think somebody needs another lap dance.,Monica,109,joy
TRAIN_1018,"All right, I definitely taste nutmeg.",Monica,110,neutral
TRAIN_1019,You do?,Phoebe,110,surprise
TRAIN_1020,"You don’t?  Well, that’s the difference between a professional and a layman.",Monica,110,surprise
TRAIN_1021,That and arrogance.,Phoebe,110,anger
TRAIN_1022,Hey.,Joey,110,neutral
TRAIN_1023,Hey! How was sailing?,Monica,110,joy
TRAIN_1024,Wow thanks!,Joey,111,joy
TRAIN_1025,Joe?,Chandler,111,fear
TRAIN_1026,Yeah!,Joey,111,joy
TRAIN_1027,"Uh, you’ve had a lot of sex right?",Chandler,111,neutral
TRAIN_1028,"When? Today? Some, not a lot.",Joey,111,surprise
TRAIN_1029,"Well, it’s just the reason that I’m asking is because I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t….",Chandler,111,fear
TRAIN_1030,"There huh—hmm, there-there was an incident.",Chandler,111,fear
TRAIN_1031,"Don’t worry about that man, that happens.",Joey,111,neutral
TRAIN_1032,It’s happened to you?,Chandler,111,surprise
TRAIN_1033,Yeah! Once.,Joey,111,neutral
TRAIN_1034,"Well, what’d you do?",Chandler,111,surprise
TRAIN_1035,I did it anyway.,Joey,111,neutral
TRAIN_1036,‘Sup? ‘Sup dude?,Joey,111,neutral
TRAIN_1037,"Take whatever you want, just please don’t hurt me.",Chandler,111,fear
TRAIN_1038,So you’re playing a little,Joey,111,neutral
TRAIN_1039,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",Chandler,111,disgust
TRAIN_1040,"Come on man, really how old?!",Joey,111,surprise
TRAIN_1041,"Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!",Chandler,111,disgust
TRAIN_1042,And they knew about it?,Ross,112,surprise
TRAIN_1043,"Okay, well Ross, what is this really about?",Phoebe,112,surprise
TRAIN_1044,"Look, this is my home and I want to be able to come and go whenever I want!",Ross,112,anger
TRAIN_1045,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",Phoebe,112,anger
TRAIN_1046,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer.",Ross,112,disgust
TRAIN_1047,"Okay, look, he's not gonna hurt them, right?",Ross,113,neutral
TRAIN_1048,Do you always have to bring him here?,Monica,113,anger
TRAIN_1049,I didn't wanna leave him alone.,Ross,113,neutral
TRAIN_1050,Alright?,Ross,113,neutral
TRAIN_1051,We- we had our first fight this morning.,Ross,113,neutral
TRAIN_1052,I think it has to do with my working late.,Ross,113,neutral
TRAIN_1053,"I said some things that I didn't mean, and he- he threw some faeces...",Ross,113,neutral
TRAIN_1054,"Y'know, if you're gonna work late, I could look in on him for you.",Chandler,113,neutral
TRAIN_1055,"Oh, that'd be great!",Ross,113,joy
TRAIN_1056,"Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me.",Ross,113,neutral
TRAIN_1057,"Okay, but if he asks, I'm not going to lie.",Chandler,113,neutral
TRAIN_1058,Check this out.,Chandler,114,neutral
TRAIN_1059,It says here that there’s a place you can go to rent videos of all the museums!,Chandler,114,surprise
TRAIN_1060,"""It’s almost as good as being there.""",Chandler,114,neutral
TRAIN_1061,It’s better! You can’t go to a museum in your underwear!,Joey,114,joy
TRAIN_1062,Oh-ho! I bet the British version is gooooood!,Joey,114,joy
TRAIN_1063,"Uh, may I help you?",Jester,115,neutral
TRAIN_1064,"Yeah, I talked to you on the phone, I’m the lady that got stuck with the racecar bed.",Monica,115,neutral
TRAIN_1065,"Look, it’s like I told you, there’s nothing I can do. You signed for it, Monica Velula Geller.",Jester,115,neutral
TRAIN_1066,"All right, Jester man, look we wanna see the king.",Joey,115,neutral
TRAIN_1067,Nobody sees the king!,Jester,115,anger
TRAIN_1068,"Oh-ho-kay, I’m talking to the king.",Joey,115,neutral
TRAIN_1069,Hey! You can’t go back there!,Jester,115,surprise
TRAIN_1070,Oh my God.,Janice,115,surprise
TRAIN_1071,"So, this must be kinda neat for ya, huh?",Ross,116,neutral
TRAIN_1072,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don’t have to sell those cookies anymore.",Ross,116,neutral
TRAIN_1073,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",Sarah,116,sadness
TRAIN_1074,"Wow, you ah, you really like all this space stuff, huh?",Ross,116,surprise
TRAIN_1075,Yeah.,Sarah,116,neutral
TRAIN_1076,"My Dad says if I spend as much time helping him clean apartments, as I do daydreaming about outer space, he’d be able to afford a trip to the Taj Mahal.",Sarah,116,neutral
TRAIN_1077,I think you would have to clean a whole lot of apartments to go all the way to India.,Ross,116,neutral
TRAIN_1078,"No. The one in Atlantic City, Dad loves the slots. He says he’s gonna double the college money my Grandma left me.",Sarah,116,sadness
TRAIN_1079,"Oh, um, I don’t know if that’s a good idea.",Monica,117,joy
TRAIN_1080,"Oh. Look, just friends, I won’t grope you. I promise.",Richard,117,neutral
TRAIN_1081,"No, I just I think that it’s too soon.",Monica,117,joy
TRAIN_1082,"No it’s not too soon, I had lunch at a eleven.",Richard,117,neutral
TRAIN_1083,I invented the game of Cups as a way to give Joey money.,Chandler,118,neutral
TRAIN_1084,And now you want that money back.,Ross,118,surprise
TRAIN_1085,Exactly.,Chandler,118,neutral
TRAIN_1086,"Chandler, what kind of an idiot do you take me for?",Ross,118,joy
TRAIN_1087,It’s not a real game! I made it up!,Chandler,118,anger
TRAIN_1088,"I’m sorry you lost your money, but I won it fair and square.",Ross,118,joy
TRAIN_1089,I don't know.,Joey,119,neutral
TRAIN_1090,But I can see through your sheet.,Joey,119,neutral
TRAIN_1091,"Yeah, yeah, that's her.",Joey,119,neutral
TRAIN_1092,But y'know what?,Joey,119,neutral
TRAIN_1093,"Doesn't matter, I'm never gonna get to meet her anyway.",Joey,119,sadness
TRAIN_1094,Why?,Monica,119,neutral
TRAIN_1095,"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",Joey,119,sadness
TRAIN_1096,"What are you talking about?  She obviously lives on the second floor, seventh apartment from the left!",Monica,119,surprise
TRAIN_1097,No. No. No. She lives on the,Joey,119,neutral
TRAIN_1098,"No, those first two windows,  that's the lobby.",Monica,119,neutral
TRAIN_1099,"And y'know the other one over there, that's the stairway.",Monica,119,neutral
TRAIN_1100,You've been counting wrong.,Monica,119,neutral
TRAIN_1101,I did,Joey,119,anger
TRAIN_1102,"Monica, betting the apartment, I don’t know about this.",Rachel,120,fear
TRAIN_1103,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",Monica,120,joy
TRAIN_1104,Why? Do you have the answers written on there?,Rachel,120,surprise
TRAIN_1105,"No! Steady as a rock! Now, are you with me.",Monica,120,neutral
TRAIN_1106,"All right, let’s do it.",Rachel,120,fear
TRAIN_1107,"All right, gentlemen, you’re up first.",Ross,120,neutral
TRAIN_1108,Okay.,Joey,120,neutral
TRAIN_1109,Okay.,Chandler,120,neutral
TRAIN_1110,You have 30 seconds. And the lightning round begins—stop it —now. What was Monica’s nickname when she was a field hockey goalie?,Ross,120,neutral
TRAIN_1111,Big fat goalie.,Joey,120,neutral
TRAIN_1112,Correct. Rachel claims,Ross,120,neutral
TRAIN_1113,Dangerous Liaisons,Chandler,120,neutral
TRAIN_1114,Correct. Her actual favorite movie is...,Ross,120,neutral
TRAIN_1115,Weekend at Bernie’s,Joey,120,neutral
TRAIN_1116,"Well, look, why don’t you just, why don’t you do your Phase Two strip club thing with us.",Phoebe,121,neutral
TRAIN_1117,"Yeah, come on, we can be guys!",Monica,121,joy
TRAIN_1118,No you can’t.,Chandler,121,joy
TRAIN_1119,"You don’t want to be guys, you’d be all hairy and wouldn’t live as long.",Chandler,121,disgust
TRAIN_1120,"Y’know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Phoebe,121,anger
TRAIN_1121,Okay.,Chandler,121,neutral
TRAIN_1122,I’m sorry.,Phoebe,121,sadness
TRAIN_1123,"And y'know what, I just realised, in the last year I’ve only gone out with two guys, Richard and Julio.",Monica,122,surprise
TRAIN_1124,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,122,fear
TRAIN_1125,"Well, that shouldn’t be a problem. I mean I work in fashion and all I meet are eligible straight men.",Rachel,122,neutral
TRAIN_1126,"Pete, can I get you something else?",Monica,122,neutral
TRAIN_1127,"Yeah, a slice of cheesecake and-and a date if you’re given’ ‘em out.",Pete,122,neutral
TRAIN_1128,Haven’t you and I covered that topic?,Monica,122,neutral
TRAIN_1129,"Hmm, come on, you just said to her that you….",Pete,122,neutral
TRAIN_1130,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.",Monica,122,joy
TRAIN_1131,"Well, if that were true, I’d dating my Aunt Ruth.",Pete,122,joy
TRAIN_1132,And the two times we went out were just plain awkward.,Pete,122,disgust
TRAIN_1133,"Come on, you think she should go out with me, don’t you?",Pete,122,neutral
TRAIN_1134,"Well, I mean, are you sure you want to go out with her?",Rachel,122,neutral
TRAIN_1135,"I mean that ain’t a pretty picture in the morning, y’know what I mean.",Rachel,122,disgust
TRAIN_1136,"That wig all in disarray, and boobs flung over the night stand, y'know.",Rachel,122,disgust
TRAIN_1137,"I mean really, think about it.",Monica,122,neutral
TRAIN_1138,"Ho-ho, I will.",Pete,122,neutral
TRAIN_1139,I believe I read that somewhere!,Chandler,123,surprise
TRAIN_1140,"That only is not funny, it's physically impossible!",Ross,123,anger
TRAIN_1141,Okay?,Ross,123,anger
TRAIN_1142,Depending    on the species I'd have to have a six foot long...,Ross,123,anger
TRAIN_1143,It's not funny!,Ross,123,anger
TRAIN_1144,I respectfully disagree.,Chandler,123,neutral
TRAIN_1145,I can't believe you put that on my alumni page!,Ross,123,anger
TRAIN_1146,Who cares? Nobody reads those things,Chandler,123,neutral
TRAIN_1147,You'd better hope not because I just read what you put on your    page today.,Ross,123,anger
TRAIN_1148,I don't have a page.,Chandler,123,neutral
TRAIN_1149,Oh oh oh! I RESPECTFULLY DISAGREE!!,Ross,123,anger
TRAIN_1150,I know I miss you too. I can't wait to see you. I love you. Bye.,Ross,124,joy
TRAIN_1151,"Okay, what is in here? Rocks?",Chandler,124,surprise
TRAIN_1152,"No-no, this is my collection of fossil samples.",Ross,124,neutral
TRAIN_1153,"So, rocks.",Chandler,124,disgust
TRAIN_1154,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",Ross,124,sadness
TRAIN_1155,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",Joey,124,joy
TRAIN_1156,"I loved this place! To tell you the truth, I wish I didn't have to move.",Ross,124,joy
TRAIN_1157,"Uhh, are you saying that you're not entirely happy about this?",Joey,124,surprise
TRAIN_1158,"Well, I mean if uh, if Emily gave me a choice",Ross,124,sadness
TRAIN_1159,You,Joey,124,neutral
TRAIN_1160,Why?,Ross,124,neutral
TRAIN_1161,"Hey, you guys! Look what I found in the giiiiiiift shop.  Get up! Get up! Get up!",Joey,124,joy
TRAIN_1162,"I left a bra drying on the shower rod, you don’t think your son will think it’s yours and be horribly traumatised?",Emily,125,joy
TRAIN_1163,"Hey, if mommy can have a wife, daddy can have a bra.",Ross,125,neutral
TRAIN_1164,"Ohh, it’s time to go.",Emily,125,neutral
TRAIN_1165,"Oh, no-no-no, see, that-that clock’s a little fast, uh, we have 17 minutes.",Ross,125,neutral
TRAIN_1166,"Huh, what can we do in 17 minutes?",Ross,125,neutral
TRAIN_1167,Twice?,Ross,125,neutral
TRAIN_1168,Well that’s ambitious.,Emily,125,neutral
TRAIN_1169,"Hey, uh, you can ignore that.",Ross,125,neutral
TRAIN_1170,That’s Carol with your son!,Emily,125,surprise
TRAIN_1171,"Morning’s here! Sunshine is here! The sky is clear, the morning’s here! The morning’s here!",The Singing Man,126,joy
TRAIN_1172,HEY!! Do you,Rachel,126,anger
TRAIN_1173,Oh come on! Morning’s here!  Morning’s here! The morning is here! Sunshine is here!,The Singing Man,126,joy
TRAIN_1174,I,Rachel,126,neutral
TRAIN_1175,Are you kidding? I love that guy!  Morning’s here! Morning is here—,Joey,126,joy
TRAIN_1176,Stop it! I will kill you. I hate the fact that my room is so small.,Rachel,126,anger
TRAIN_1177,"Hey, I have all the space I need. Just do what I did.",Monica,126,neutral
TRAIN_1178,"Monica, you don’t even have a bed, you sleep in a ball on the floor!",Rachel,126,anger
TRAIN_1179,Y’know what? I am,Monica,126,neutral
TRAIN_1180,I’m sorry. I’m so sorry.,Rachel,126,sadness
TRAIN_1181,Okay.,Monica,126,neutral
TRAIN_1182,"See, this is a",Joey,126,neutral
TRAIN_1183,Shut up! This place is a hole!,Monica,126,anger
TRAIN_1184,"All right buddy, time to roll over.",Chandler,127,neutral
TRAIN_1185,No-no!,Chandler,127,fear
TRAIN_1186,"No, no-n-n-n-no!!",Chandler,127,fear
TRAIN_1187,You are going to a clinic!,Chandler,127,disgust
TRAIN_1188,"You’re going to a clinic, and a pyjama store!",Chandler,127,disgust
TRAIN_1189,Are you under the sheet?,Phoebe,128,neutral
TRAIN_1190,Yes.,Monica,128,neutral
TRAIN_1191,"Great, let’s begin.  How’s the pressure?",Phoebe,128,joy
TRAIN_1192,Nice! Wow Phoebe you are good!,Monica,128,joy
TRAIN_1193,"Stating the obvious, but thank you. And it’s not weird is it.",Phoebe,128,joy
TRAIN_1194,No. Ooohh,Monica,128,joy
TRAIN_1195,"That’s right, you just enjoy.",Phoebe,128,neutral
TRAIN_1196,Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!,Monica,128,joy
TRAIN_1197,Okay.,Phoebe,128,neutral
TRAIN_1198,Oh God Phoebe!!  Oh that’s it! That’s it! Right there! Oh!  Ooooh-oooh-ooooh,Monica,128,joy
TRAIN_1199,Become a drama critic!,Kate,129,joy
TRAIN_1200,I am hurt!  A plague on both your houses!,The Director,129,sadness
TRAIN_1201,"By the way, he dumped me tonight after he read my review.",Kate,129,sadness
TRAIN_1202,"Oh, classy.",Joey,129,disgust
TRAIN_1203,"Yep! I sure know how to pick ‘em, huh? Y'know I gave up a part on a soap for this!",Kate,129,sadness
TRAIN_1204,"Wow! Yeah I ah, I gave up a job too.",Joey,129,anger
TRAIN_1205,Really. What?,Kate,129,surprise
TRAIN_1206,"Uh, de-clawing cats.",Joey,129,anger
TRAIN_1207,"Hey, tell ya what.",Joey,129,neutral
TRAIN_1208,Let me walk you home.,Joey,129,neutral
TRAIN_1209,We’ll stop by every news stand and burn every copy of their Times and the Post.,Joey,129,anger
TRAIN_1210,Why the Post?,Kate,129,surprise
TRAIN_1211,"Oh, you didn’t see the Post?",Joey,129,surprise
TRAIN_1212,No. You?,Kate,129,neutral
TRAIN_1213,No. Why?,Joey,129,neutral
TRAIN_1214,Hi Joey! What are you doing here?,Rachel,130,joy
TRAIN_1215,"Uhh, well I’ve got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one?",Joey,130,neutral
TRAIN_1216,"Yeah, sure. Umm…here.",Rachel,130,neutral
TRAIN_1217,Great.  You got anything that’s not,Joey,130,disgust
TRAIN_1218,"Yeah, I don’t think so Joe.",Rachel,130,neutral
TRAIN_1219,"All right, I guess this will be fine.",Joey,130,neutral
TRAIN_1220,"Hey, listen umm, what-what are you doing tonight?",Rachel,130,neutral
TRAIN_1221,"Nothing, why?",Joey,130,neutral
TRAIN_1222,How would you feel about taking out my assistant Tag? I’ll pay.,Rachel,130,neutral
TRAIN_1223,"Huh, Rach I got to say it’s gonna take a lot of money for me to go out on a date with a dude.",Joey,130,disgust
TRAIN_1224,I’m not asking you to go on a,Rachel,130,neutral
TRAIN_1225,Really? ‘Cause I could kinda use the money.,Joey,130,surprise
TRAIN_1226,"Joey, just-just he-he’s new in town and I know he doesn’t have any guy friends.",Rachel,130,neutral
TRAIN_1227,Just take him to like a ball game or something.,Rachel,130,neutral
TRAIN_1228,I’ll really appreciate it.,Rachel,130,neutral
TRAIN_1229,"Yeah, okay.",Joey,130,neutral
TRAIN_1230,Yeah?,Rachel,130,surprise
TRAIN_1231,"Sure, no problem.  Ooh—Hey, donuts!",Joey,130,joy
TRAIN_1232,"Problem odour in the litter box? Don’t change your kitty, change your kitty litter.",Commercial,131,neutral
TRAIN_1233,"Sorry, Pheebs.",Monica,131,sadness
TRAIN_1234,Yeah. You okay?,Joey,131,neutral
TRAIN_1235,"No! Sorry, I just thought you were somebody else. Hi!",Rachel,132,surprise
TRAIN_1236,"Hi. Well, look, I was just gonna leave a message, isn’t tonight your, your big anniversary dinner?",Mark,132,neutral
TRAIN_1237,"Yeah. Well, umm.....",Rachel,132,sadness
TRAIN_1238,"Rach, are you okay?",Mark,132,surprise
TRAIN_1239,"Yeah, I’m fine.",Rachel,132,sadness
TRAIN_1240,"You wanna talk, I mean I can come over?",Mark,132,neutral
TRAIN_1241,"No! Really, no, please, please, that’s, that’s okay.",Rachel,132,sadness
TRAIN_1242,"All right, all right, I’m coming over, and I’m bringing Chinese food.",Mark,132,neutral
TRAIN_1243,"Oh, yeah, I’m not, I’m not hungry.",Rachel,132,sadness
TRAIN_1244,It’s for me.,Mark,132,neutral
TRAIN_1245,"Oh. Okay, bye.",Rachel,132,neutral
TRAIN_1246,"Come on, pick up, pick up!",Chandler,133,fear
TRAIN_1247,Hello?,Chandler,134,neutral
TRAIN_1248,Transit Authority?,Chandler,135,neutral
TRAIN_1249,"Yes, hello.",Chandler,135,neutral
TRAIN_1250,"I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus.",Chandler,135,neutral
TRAIN_1251,"Hi, here's the deal.",Joey,135,neutral
TRAIN_1252,We lost a carseat on a bus today.,Joey,135,neutral
TRAIN_1253,"It's white plastic, with a handle, and it fits onto a stroller.",Joey,135,neutral
TRAIN_1254,"Oh, and there was a baby in it.",Joey,135,neutral
TRAIN_1255,He wants to talk to you again.,Joey,135,neutral
TRAIN_1256,Hello.,Ross,136,neutral
TRAIN_1257,I’m sorry I’m a little late.,Ross,136,neutral
TRAIN_1258,Whoa,Joey,136,surprise
TRAIN_1259,"Let me start by uh, by introducing myself, I am Professor Geller.",Ross,136,neutral
TRAIN_1260,"So to sum up, I’m Professor Geller.",Ross,136,neutral
TRAIN_1261,"Good evening, sir.",Ross,137,neutral
TRAIN_1262,My name is Ross Geller.,Ross,137,neutral
TRAIN_1263,I'm one of the people who applied for the apartment.,Ross,137,neutral
